record_id,domain,item,item_type,pos,source_id,source_section,source_level,record_type,a1_core_status,evidence_gate,baseline_action,false_intuitive_a1,context_restriction,notes,source_url,curriculum_version
7BVII-0036,Religión y filosofía,ir a la sinagoga,MWU,MWU,PCIC-09,19.1 Religión,A1,A1_INVENTORY,A1_CORE_NORMATIVE,PCIC_A1_EXPLICIT,KEEP,NO,,,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,v1.15
7BVII-0037,Geografía y naturaleza,animal,ATOMIC,NOUN,PCIC-09,20.5 Fauna,A1,A1_INVENTORY,A1_CORE_NORMATIVE,PCIC_A1_EXPLICIT,KEEP,NO,,,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,v1.15
7BVII-0038,Geografía y naturaleza,autobús,ATOMIC,NOUN,PCIC-09,20.3.1 Ciudad,A1,A1_COMPONENT_IN_PATTERN,A1_FORM_IN_MWU,PCIC_A1_PATTERN_COMPONENT,KEEP,NO,Forma preservada por aparecer dentro de una serie/MWU A1 del dominio; no implica autonomía semántica o productiva ilimitada.,,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,v1.15
7BVII-0039,Geografía y naturaleza,calle,ATOMIC,NOUN,PCIC-09,20.3.1 Ciudad,A1,A1_INVENTORY,A1_CORE_NORMATIVE,PCIC_A1_EXPLICIT,KEEP,NO,,,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,v1.15
7BVII-0040,Geografía y naturaleza,calor,ATOMIC,NOUN,PCIC-09,20.4 Clima y tiempo atmosférico,A1,A1_COMPONENT_IN_PATTERN,A1_FORM_IN_MWU,PCIC_A1_PATTERN_COMPONENT,KEEP,NO,Forma preservada por aparecer dentro de una serie/MWU A1 del dominio; no implica autonomía semántica o productiva ilimitada.,,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,v1.15
7BVII-0041,Geografía y naturaleza,campo,ATOMIC,NOUN,PCIC-09,20.3.2 Campo,A1,A1_INVENTORY,A1_CORE_NORMATIVE,PCIC_A1_EXPLICIT,KEEP,NO,,,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,v1.15
7BVII-0042,Geografía y naturaleza,capital,ATOMIC,NOUN,PCIC-09,"20.2.1 Geografía física, humana y política",A1,A1_INVENTORY,A1_CORE_NORMATIVE,PCIC_A1_EXPLICIT,KEEP,NO,,,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,v1.15
7BVII-0043,Geografía y naturaleza,casa,ATOMIC,NOUN,PCIC-09,20.3.1 Ciudad,A1,A1_INVENTORY,A1_CORE_NORMATIVE,PCIC_A1_EXPLICIT,KEEP,NO,,,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,v1.15
7BVII-0044,Geografía y naturaleza,centro,ATOMIC,NOUN,PCIC-09,20.3.1 Ciudad,A1,A1_INVENTORY,A1_CORE_NORMATIVE,PCIC_A1_EXPLICIT,KEEP,NO,,,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,v1.15
7BVII-0045,Geografía y naturaleza,ciudad,ATOMIC,NOUN,PCIC-09,"20.2.1 Geografía física, humana y política",A1,A1_INVENTORY,A1_CORE_NORMATIVE,PCIC_A1_EXPLICIT,KEEP,NO,,,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,v1.15
7BVII-0046,Geografía y naturaleza,colegio,ATOMIC,NOUN,PCIC-09,20.3.1 Ciudad,A1,A1_INVENTORY,A1_CORE_NORMATIVE,PCIC_A1_EXPLICIT,KEEP,NO,,,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,v1.15
7BVII-0047,Geografía y naturaleza,escuela,ATOMIC,NOUN,PCIC-09,20.3.1 Ciudad,A1,A1_INVENTORY,A1_CORE_NORMATIVE,PCIC_A1_EXPLICIT,KEEP,NO,,,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,v1.15
7BVII-0048,Geografía y naturaleza,estación,ATOMIC,NOUN,PCIC-09,20.3.1 Ciudad,A1,A1_COMPONENT_IN_PATTERN,A1_FORM_IN_MWU,PCIC_A1_PATTERN_COMPONENT,KEEP,NO,Forma preservada por aparecer dentro de una serie/MWU A1 del dominio; no implica autonomía semántica o productiva ilimitada.,,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,v1.15
7BVII-0049,Geografía y naturaleza,este,ATOMIC,NOUN,PCIC-09,"20.2.1 Geografía física, humana y política",A1,A1_INVENTORY,A1_CORE_NORMATIVE,PCIC_A1_EXPLICIT,KEEP,NO,,,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,v1.15
7BVII-0050,Geografía y naturaleza,flor,ATOMIC,NOUN,PCIC-09,20.6 Flora,A1,A1_INVENTORY,A1_CORE_NORMATIVE,PCIC_A1_EXPLICIT,KEEP,NO,,,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,v1.15
7BVII-0051,Geografía y naturaleza,hospital,ATOMIC,NOUN,PCIC-09,20.3.1 Ciudad,A1,A1_INVENTORY,A1_CORE_NORMATIVE,PCIC_A1_EXPLICIT,KEEP,NO,,,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,v1.15
7BVII-0052,Geografía y naturaleza,iglesia,ATOMIC,NOUN,PCIC-09,20.3.1 Ciudad,A1,A1_INVENTORY,A1_CORE_NORMATIVE,PCIC_A1_EXPLICIT,KEEP,NO,,,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,v1.15
7BVII-0053,Geografía y naturaleza,información,ATOMIC,NOUN,PCIC-09,20.3.1 Ciudad,A1,A1_COMPONENT_IN_PATTERN,A1_FORM_IN_MWU,PCIC_A1_PATTERN_COMPONENT,KEEP,NO,Forma preservada por aparecer dentro de una serie/MWU A1 del dominio; no implica autonomía semántica o productiva ilimitada.,,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,v1.15
7BVII-0054,Geografía y naturaleza,invierno,ATOMIC,NOUN,PCIC-09,20.4 Clima y tiempo atmosférico,A1,A1_INVENTORY,A1_CORE_NORMATIVE,PCIC_A1_EXPLICIT,KEEP,NO,,,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,v1.15
7BVII-0055,Geografía y naturaleza,lugar,ATOMIC,NOUN,PCIC-09,"20.2.1 Geografía física, humana y política",A1,A1_INVENTORY,A1_CORE_NORMATIVE,PCIC_A1_EXPLICIT,KEEP,NO,,,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,v1.15
7BVII-0056,Geografía y naturaleza,mapa,ATOMIC,NOUN,PCIC-09,"20.2.1 Geografía física, humana y política",A1,A1_INVENTORY,A1_CORE_NORMATIVE,PCIC_A1_EXPLICIT,KEEP,NO,,,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,v1.15
7BVII-0057,Geografía y naturaleza,mar,ATOMIC,NOUN,PCIC-09,20.2.2 Paisaje y accidentes geográficos,A1,A1_INVENTORY,A1_CORE_NORMATIVE,PCIC_A1_EXPLICIT,KEEP,NO,,,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,v1.15
7BVII-0058,Geografía y naturaleza,metro,ATOMIC,NOUN,PCIC-09,20.3.1 Ciudad,A1,A1_COMPONENT_IN_PATTERN,A1_FORM_IN_MWU,PCIC_A1_PATTERN_COMPONENT,KEEP,NO,Forma preservada por aparecer dentro de una serie/MWU A1 del dominio; no implica autonomía semántica o productiva ilimitada.,,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,v1.15
7BVII-0059,Geografía y naturaleza,montaña,ATOMIC,NOUN,PCIC-09,20.2.2 Paisaje y accidentes geográficos,A1,A1_INVENTORY,A1_CORE_NORMATIVE,PCIC_A1_EXPLICIT,KEEP,NO,,,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,v1.15
7BVII-0060,Geografía y naturaleza,museo,ATOMIC,NOUN,PCIC-09,20.3.1 Ciudad,A1,A1_INVENTORY,A1_CORE_NORMATIVE,PCIC_A1_EXPLICIT,KEEP,NO,,,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,v1.15
7BVII-0061,Geografía y naturaleza,norte,ATOMIC,NOUN,PCIC-09,"20.2.1 Geografía física, humana y política",A1,A1_INVENTORY,A1_CORE_NORMATIVE,PCIC_A1_EXPLICIT,KEEP,NO,,,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,v1.15
7BVII-0062,Geografía y naturaleza,oeste,ATOMIC,NOUN,PCIC-09,"20.2.1 Geografía física, humana y política",A1,A1_INVENTORY,A1_CORE_NORMATIVE,PCIC_A1_EXPLICIT,KEEP,NO,,,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,v1.15
7BVII-0063,Geografía y naturaleza,oficina,ATOMIC,NOUN,PCIC-09,20.3.1 Ciudad,A1,A1_COMPONENT_IN_PATTERN,A1_FORM_IN_MWU,PCIC_A1_PATTERN_COMPONENT,KEEP,NO,Forma preservada por aparecer dentro de una serie/MWU A1 del dominio; no implica autonomía semántica o productiva ilimitada.,,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,v1.15
7BVII-0064,Geografía y naturaleza,otoño,ATOMIC,NOUN,PCIC-09,20.4 Clima y tiempo atmosférico,A1,A1_INVENTORY,A1_CORE_NORMATIVE,PCIC_A1_EXPLICIT,KEEP,NO,,,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,v1.15
7BVII-0065,Geografía y naturaleza,parada,ATOMIC,NOUN,PCIC-09,20.3.1 Ciudad,A1,A1_COMPONENT_IN_PATTERN,A1_FORM_IN_MWU,PCIC_A1_PATTERN_COMPONENT,KEEP,NO,Forma preservada por aparecer dentro de una serie/MWU A1 del dominio; no implica autonomía semántica o productiva ilimitada.,,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,v1.15
7BVII-0066,Geografía y naturaleza,parque,ATOMIC,NOUN,PCIC-09,20.3.1 Ciudad,A1,A1_INVENTORY,A1_CORE_NORMATIVE,PCIC_A1_EXPLICIT,KEEP,NO,,,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,v1.15
7BVII-0067,Geografía y naturaleza,país,ATOMIC,NOUN,PCIC-09,"20.2.1 Geografía física, humana y política",A1,A1_INVENTORY,A1_CORE_NORMATIVE,PCIC_A1_EXPLICIT,KEEP,NO,,,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,v1.15
7BVII-0068,Geografía y naturaleza,planta,ATOMIC,NOUN,PCIC-09,20.6 Flora,A1,A1_INVENTORY,A1_CORE_NORMATIVE,PCIC_A1_EXPLICIT,KEEP,NO,,,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,v1.15
7BVII-0069,Geografía y naturaleza,playa,ATOMIC,NOUN,PCIC-09,20.2.2 Paisaje y accidentes geográficos,A1,A1_INVENTORY,A1_CORE_NORMATIVE,PCIC_A1_EXPLICIT,KEEP,NO,,,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,v1.15
7BVII-0070,Geografía y naturaleza,plaza,ATOMIC,NOUN,PCIC-09,20.3.1 Ciudad,A1,A1_INVENTORY,A1_CORE_NORMATIVE,PCIC_A1_EXPLICIT,KEEP,NO,,,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,v1.15
7BVII-0071,Geografía y naturaleza,primavera,ATOMIC,NOUN,PCIC-09,20.4 Clima y tiempo atmosférico,A1,A1_INVENTORY,A1_CORE_NORMATIVE,PCIC_A1_EXPLICIT,KEEP,NO,,,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,v1.15
7BVII-0072,Geografía y naturaleza,pueblo,ATOMIC,NOUN,PCIC-09,"20.2.1 Geografía física, humana y política",A1,A1_INVENTORY,A1_CORE_NORMATIVE,PCIC_A1_EXPLICIT,KEEP,NO,,,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,v1.15
7BVII-0073,Geografía y naturaleza,restaurante,ATOMIC,NOUN,PCIC-09,20.3.1 Ciudad,A1,A1_INVENTORY,A1_CORE_NORMATIVE,PCIC_A1_EXPLICIT,KEEP,NO,,,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,v1.15
