record_id,source_id,family,title,source_role,curricular_status,primary_access_url,rights_holder_or_operator,license_or_terms_class,explicit_license,may_consult,may_cite,may_analyze_for_curriculum,raw_download,raw_internal_storage,derived_metadata_storage,commercial_product_data_use,source_content_redistribution,attribution_required,share_alike,noncommercial_restriction,no_derivatives_restriction,permission_required,provenance_risk,operational_decision,rights_evidence_url,rights_evidence_checked,notes,curriculum_version
7F-011,PCIC-04,PCIC,Ortografía. Inventario A1-A2,,CORE / P1,,Instituto Cervantes,ALL_RIGHTS_RESERVED_CERVANTES,NO_OPEN_LICENSE_VERIFIED,YES_IF_LAWFULLY_ACCESSED,YES_WITH_NORMAL_ACADEMIC_CITATION,YES_IF_LAWFULLY_ACCESSED,PUBLIC_VIEWING; NO_BULK_INGEST_RIGHT_GRANTED,REFERENCE_LOCATORS_AND_MINIMAL_NOTES_ONLY,YES_CAUTIOUSLY; OWN_NORMALIZATION/DECISIONS; AVOID_COPYING_SELECTION_OR_ARRANGEMENT_AT_SCALE,LEGAL_REVIEW_OR_LICENSE_REQUIRED_FOR_SUBSTANTIAL_PCIC_DERIVED_INVENTORY,NO; RIGHTS_RESERVED,YES,NO_OR_NOT_APPLICABLE,UNKNOWN_OR_NOT_APPLICABLE,UNKNOWN_OR_NOT_APPLICABLE,YES_FOR_EXPLOITATION_REPRODUCTION_DISTRIBUTION,CRITICAL,NORMATIVE_RESEARCH_LAYER_ONLY_UNTIL_LICENSE_OR_CLEAN_ROOM_REBUILD,https://mapadelatraduccion.cervantes.es/aviso-legal,2026-08-28,Cervantes legal notice reserves rights and states access does not grant exploitation/reproduction/distribution rights. Systematic extraction of PCIC A1 lists may also implicate database/selection rights; current 602-form prototype should not be treated as cleared product data without counsel/license or independent reconstruction.,v1.19
7F-012,PCIC-05,PCIC,Funciones. Inventario A1-A2,,CORE / P0,,Instituto Cervantes,ALL_RIGHTS_RESERVED_CERVANTES,NO_OPEN_LICENSE_VERIFIED,YES_IF_LAWFULLY_ACCESSED,YES_WITH_NORMAL_ACADEMIC_CITATION,YES_IF_LAWFULLY_ACCESSED,PUBLIC_VIEWING; NO_BULK_INGEST_RIGHT_GRANTED,REFERENCE_LOCATORS_AND_MINIMAL_NOTES_ONLY,YES_CAUTIOUSLY; OWN_NORMALIZATION/DECISIONS; AVOID_COPYING_SELECTION_OR_ARRANGEMENT_AT_SCALE,LEGAL_REVIEW_OR_LICENSE_REQUIRED_FOR_SUBSTANTIAL_PCIC_DERIVED_INVENTORY,NO; RIGHTS_RESERVED,YES,NO_OR_NOT_APPLICABLE,UNKNOWN_OR_NOT_APPLICABLE,UNKNOWN_OR_NOT_APPLICABLE,YES_FOR_EXPLOITATION_REPRODUCTION_DISTRIBUTION,CRITICAL,NORMATIVE_RESEARCH_LAYER_ONLY_UNTIL_LICENSE_OR_CLEAN_ROOM_REBUILD,https://mapadelatraduccion.cervantes.es/aviso-legal,2026-08-28,Cervantes legal notice reserves rights and states access does not grant exploitation/reproduction/distribution rights. Systematic extraction of PCIC A1 lists may also implicate database/selection rights; current 602-form prototype should not be treated as cleared product data without counsel/license or independent reconstruction.,v1.19
7F-013,PCIC-06,PCIC,Tácticas y estrategias pragmáticas. Inventario A1-A2,,CORE / P0,,Instituto Cervantes,ALL_RIGHTS_RESERVED_CERVANTES,NO_OPEN_LICENSE_VERIFIED,YES_IF_LAWFULLY_ACCESSED,YES_WITH_NORMAL_ACADEMIC_CITATION,YES_IF_LAWFULLY_ACCESSED,PUBLIC_VIEWING; NO_BULK_INGEST_RIGHT_GRANTED,REFERENCE_LOCATORS_AND_MINIMAL_NOTES_ONLY,YES_CAUTIOUSLY; OWN_NORMALIZATION/DECISIONS; AVOID_COPYING_SELECTION_OR_ARRANGEMENT_AT_SCALE,LEGAL_REVIEW_OR_LICENSE_REQUIRED_FOR_SUBSTANTIAL_PCIC_DERIVED_INVENTORY,NO; RIGHTS_RESERVED,YES,NO_OR_NOT_APPLICABLE,UNKNOWN_OR_NOT_APPLICABLE,UNKNOWN_OR_NOT_APPLICABLE,YES_FOR_EXPLOITATION_REPRODUCTION_DISTRIBUTION,CRITICAL,NORMATIVE_RESEARCH_LAYER_ONLY_UNTIL_LICENSE_OR_CLEAN_ROOM_REBUILD,https://mapadelatraduccion.cervantes.es/aviso-legal,2026-08-28,Cervantes legal notice reserves rights and states access does not grant exploitation/reproduction/distribution rights. Systematic extraction of PCIC A1 lists may also implicate database/selection rights; current 602-form prototype should not be treated as cleared product data without counsel/license or independent reconstruction.,v1.19
7F-014,PCIC-07,PCIC,Géneros discursivos y productos textuales. Inventario A1-A2,,CORE / P0,,Instituto Cervantes,ALL_RIGHTS_RESERVED_CERVANTES,NO_OPEN_LICENSE_VERIFIED,YES_IF_LAWFULLY_ACCESSED,YES_WITH_NORMAL_ACADEMIC_CITATION,YES_IF_LAWFULLY_ACCESSED,PUBLIC_VIEWING; NO_BULK_INGEST_RIGHT_GRANTED,REFERENCE_LOCATORS_AND_MINIMAL_NOTES_ONLY,YES_CAUTIOUSLY; OWN_NORMALIZATION/DECISIONS; AVOID_COPYING_SELECTION_OR_ARRANGEMENT_AT_SCALE,LEGAL_REVIEW_OR_LICENSE_REQUIRED_FOR_SUBSTANTIAL_PCIC_DERIVED_INVENTORY,NO; RIGHTS_RESERVED,YES,NO_OR_NOT_APPLICABLE,UNKNOWN_OR_NOT_APPLICABLE,UNKNOWN_OR_NOT_APPLICABLE,YES_FOR_EXPLOITATION_REPRODUCTION_DISTRIBUTION,CRITICAL,NORMATIVE_RESEARCH_LAYER_ONLY_UNTIL_LICENSE_OR_CLEAN_ROOM_REBUILD,https://mapadelatraduccion.cervantes.es/aviso-legal,2026-08-28,Cervantes legal notice reserves rights and states access does not grant exploitation/reproduction/distribution rights. Systematic extraction of PCIC A1 lists may also implicate database/selection rights; current 602-form prototype should not be treated as cleared product data without counsel/license or independent reconstruction.,v1.19
7F-015,PCIC-08,PCIC,Nociones generales. Inventario A1-A2,,CORE / P0,,Instituto Cervantes,ALL_RIGHTS_RESERVED_CERVANTES,NO_OPEN_LICENSE_VERIFIED,YES_IF_LAWFULLY_ACCESSED,YES_WITH_NORMAL_ACADEMIC_CITATION,YES_IF_LAWFULLY_ACCESSED,PUBLIC_VIEWING; NO_BULK_INGEST_RIGHT_GRANTED,REFERENCE_LOCATORS_AND_MINIMAL_NOTES_ONLY,YES_CAUTIOUSLY; OWN_NORMALIZATION/DECISIONS; AVOID_COPYING_SELECTION_OR_ARRANGEMENT_AT_SCALE,LEGAL_REVIEW_OR_LICENSE_REQUIRED_FOR_SUBSTANTIAL_PCIC_DERIVED_INVENTORY,NO; RIGHTS_RESERVED,YES,NO_OR_NOT_APPLICABLE,UNKNOWN_OR_NOT_APPLICABLE,UNKNOWN_OR_NOT_APPLICABLE,YES_FOR_EXPLOITATION_REPRODUCTION_DISTRIBUTION,CRITICAL,NORMATIVE_RESEARCH_LAYER_ONLY_UNTIL_LICENSE_OR_CLEAN_ROOM_REBUILD,https://mapadelatraduccion.cervantes.es/aviso-legal,2026-08-28,Cervantes legal notice reserves rights and states access does not grant exploitation/reproduction/distribution rights. Systematic extraction of PCIC A1 lists may also implicate database/selection rights; current 602-form prototype should not be treated as cleared product data without counsel/license or independent reconstruction.,v1.19
7F-016,PCIC-09,PCIC,Nociones específicas. Inventario A1-A2,,CORE / P0,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,Instituto Cervantes,ALL_RIGHTS_RESERVED_CERVANTES,NO_OPEN_LICENSE_VERIFIED,YES_IF_LAWFULLY_ACCESSED,YES_WITH_NORMAL_ACADEMIC_CITATION,YES_IF_LAWFULLY_ACCESSED,PUBLIC_VIEWING; NO_BULK_INGEST_RIGHT_GRANTED,REFERENCE_LOCATORS_AND_MINIMAL_NOTES_ONLY,YES_CAUTIOUSLY; OWN_NORMALIZATION/DECISIONS; AVOID_COPYING_SELECTION_OR_ARRANGEMENT_AT_SCALE,LEGAL_REVIEW_OR_LICENSE_REQUIRED_FOR_SUBSTANTIAL_PCIC_DERIVED_INVENTORY,NO; RIGHTS_RESERVED,YES,NO_OR_NOT_APPLICABLE,UNKNOWN_OR_NOT_APPLICABLE,UNKNOWN_OR_NOT_APPLICABLE,YES_FOR_EXPLOITATION_REPRODUCTION_DISTRIBUTION,CRITICAL,NORMATIVE_RESEARCH_LAYER_ONLY_UNTIL_LICENSE_OR_CLEAN_ROOM_REBUILD,https://mapadelatraduccion.cervantes.es/aviso-legal,2026-08-28,Cervantes legal notice reserves rights and states access does not grant exploitation/reproduction/distribution rights. Systematic extraction of PCIC A1 lists may also implicate database/selection rights; current 602-form prototype should not be treated as cleared product data without counsel/license or independent reconstruction.,v1.19
7F-017,PCIC-10,PCIC,Referentes culturales,,CORE-CULTURE / P1,,Instituto Cervantes,ALL_RIGHTS_RESERVED_CERVANTES,NO_OPEN_LICENSE_VERIFIED,YES_IF_LAWFULLY_ACCESSED,YES_WITH_NORMAL_ACADEMIC_CITATION,YES_IF_LAWFULLY_ACCESSED,PUBLIC_VIEWING; NO_BULK_INGEST_RIGHT_GRANTED,REFERENCE_LOCATORS_AND_MINIMAL_NOTES_ONLY,YES_CAUTIOUSLY; OWN_NORMALIZATION/DECISIONS; AVOID_COPYING_SELECTION_OR_ARRANGEMENT_AT_SCALE,LEGAL_REVIEW_OR_LICENSE_REQUIRED_FOR_SUBSTANTIAL_PCIC_DERIVED_INVENTORY,NO; RIGHTS_RESERVED,YES,NO_OR_NOT_APPLICABLE,UNKNOWN_OR_NOT_APPLICABLE,UNKNOWN_OR_NOT_APPLICABLE,YES_FOR_EXPLOITATION_REPRODUCTION_DISTRIBUTION,CRITICAL,NORMATIVE_RESEARCH_LAYER_ONLY_UNTIL_LICENSE_OR_CLEAN_ROOM_REBUILD,https://mapadelatraduccion.cervantes.es/aviso-legal,2026-08-28,Cervantes legal notice reserves rights and states access does not grant exploitation/reproduction/distribution rights. Systematic extraction of PCIC A1 lists may also implicate database/selection rights; current 602-form prototype should not be treated as cleared product data without counsel/license or independent reconstruction.,v1.19
7F-018,PCIC-11,PCIC,Saberes y comportamientos socioculturales,,CORE-CULTURE / P1,,Instituto Cervantes,ALL_RIGHTS_RESERVED_CERVANTES,NO_OPEN_LICENSE_VERIFIED,YES_IF_LAWFULLY_ACCESSED,YES_WITH_NORMAL_ACADEMIC_CITATION,YES_IF_LAWFULLY_ACCESSED,PUBLIC_VIEWING; NO_BULK_INGEST_RIGHT_GRANTED,REFERENCE_LOCATORS_AND_MINIMAL_NOTES_ONLY,YES_CAUTIOUSLY; OWN_NORMALIZATION/DECISIONS; AVOID_COPYING_SELECTION_OR_ARRANGEMENT_AT_SCALE,LEGAL_REVIEW_OR_LICENSE_REQUIRED_FOR_SUBSTANTIAL_PCIC_DERIVED_INVENTORY,NO; RIGHTS_RESERVED,YES,NO_OR_NOT_APPLICABLE,UNKNOWN_OR_NOT_APPLICABLE,UNKNOWN_OR_NOT_APPLICABLE,YES_FOR_EXPLOITATION_REPRODUCTION_DISTRIBUTION,CRITICAL,NORMATIVE_RESEARCH_LAYER_ONLY_UNTIL_LICENSE_OR_CLEAN_ROOM_REBUILD,https://mapadelatraduccion.cervantes.es/aviso-legal,2026-08-28,Cervantes legal notice reserves rights and states access does not grant exploitation/reproduction/distribution rights. Systematic extraction of PCIC A1 lists may also implicate database/selection rights; current 602-form prototype should not be treated as cleared product data without counsel/license or independent reconstruction.,v1.19
7F-019,PCIC-12,PCIC,Habilidades y actitudes interculturales,,CORE-CULTURE / P1,,Instituto Cervantes,ALL_RIGHTS_RESERVED_CERVANTES,NO_OPEN_LICENSE_VERIFIED,YES_IF_LAWFULLY_ACCESSED,YES_WITH_NORMAL_ACADEMIC_CITATION,YES_IF_LAWFULLY_ACCESSED,PUBLIC_VIEWING; NO_BULK_INGEST_RIGHT_GRANTED,REFERENCE_LOCATORS_AND_MINIMAL_NOTES_ONLY,YES_CAUTIOUSLY; OWN_NORMALIZATION/DECISIONS; AVOID_COPYING_SELECTION_OR_ARRANGEMENT_AT_SCALE,LEGAL_REVIEW_OR_LICENSE_REQUIRED_FOR_SUBSTANTIAL_PCIC_DERIVED_INVENTORY,NO; RIGHTS_RESERVED,YES,NO_OR_NOT_APPLICABLE,UNKNOWN_OR_NOT_APPLICABLE,UNKNOWN_OR_NOT_APPLICABLE,YES_FOR_EXPLOITATION_REPRODUCTION_DISTRIBUTION,CRITICAL,NORMATIVE_RESEARCH_LAYER_ONLY_UNTIL_LICENSE_OR_CLEAN_ROOM_REBUILD,https://mapadelatraduccion.cervantes.es/aviso-legal,2026-08-28,Cervantes legal notice reserves rights and states access does not grant exploitation/reproduction/distribution rights. Systematic extraction of PCIC A1 lists may also implicate database/selection rights; current 602-form prototype should not be treated as cleared product data without counsel/license or independent reconstruction.,v1.19
7F-020,PCIC-13,PCIC,Procedimientos de aprendizaje,,RESERVE / P3,,Instituto Cervantes,ALL_RIGHTS_RESERVED_CERVANTES,NO_OPEN_LICENSE_VERIFIED,YES_IF_LAWFULLY_ACCESSED,YES_WITH_NORMAL_ACADEMIC_CITATION,YES_IF_LAWFULLY_ACCESSED,PUBLIC_VIEWING; NO_BULK_INGEST_RIGHT_GRANTED,REFERENCE_LOCATORS_AND_MINIMAL_NOTES_ONLY,YES_CAUTIOUSLY; OWN_NORMALIZATION/DECISIONS; AVOID_COPYING_SELECTION_OR_ARRANGEMENT_AT_SCALE,LEGAL_REVIEW_OR_LICENSE_REQUIRED_FOR_SUBSTANTIAL_PCIC_DERIVED_INVENTORY,NO; RIGHTS_RESERVED,YES,NO_OR_NOT_APPLICABLE,UNKNOWN_OR_NOT_APPLICABLE,UNKNOWN_OR_NOT_APPLICABLE,YES_FOR_EXPLOITATION_REPRODUCTION_DISTRIBUTION,CRITICAL,NORMATIVE_RESEARCH_LAYER_ONLY_UNTIL_LICENSE_OR_CLEAN_ROOM_REBUILD,https://mapadelatraduccion.cervantes.es/aviso-legal,2026-08-28,Cervantes legal notice reserves rights and states access does not grant exploitation/reproduction/distribution rights. Systematic extraction of PCIC A1 lists may also implicate database/selection rights; current 602-form prototype should not be treated as cleared product data without counsel/license or independent reconstruction.,v1.19
7F-021,DELE-01,DELE,"Página oficial DELE A1, versión vigente",TASK_OPERATIONALIZATION,CORE / P0,https://controlcalidad.examenes.cervantes.es/es/dele/como-son-los-examenes/a1,Instituto Cervantes,ALL_RIGHTS_RESERVED_CERVANTES_EXAM_MATERIAL,NO_OPEN_LICENSE_VERIFIED,YES_IF_LAWFULLY_ACCESSED,YES_WITH_NORMAL_ACADEMIC_CITATION,YES_IF_LAWFULLY_ACCESSED,ONLY_IF_SOURCE_EXPLICITLY_PROVIDES_IT,REFERENCE_COPY_ONLY; NO_ITEM_BANK_INGEST,YES_TASK_TAXONOMY_AND_OWN_ABSTRACTIONS_ONLY,OWN_TASK_TAXONOMY_ONLY; DO_NOT_COPY_REACTIVES_TEXTS_AUDIO_OR_LAYOUT,NO_WITHOUT_PERMISSION,YES,NO_OR_NOT_APPLICABLE,UNKNOWN_OR_NOT_APPLICABLE,UNKNOWN_OR_NOT_APPLICABLE,YES_FOR_REPRODUCTION,CRITICAL,TASK_STRUCTURE_REFERENCE_ONLY,https://examenes.cervantes.es/es/node/1142111,2026-08-28,"Use DELE to abstract task structures and abilities; do not reuse exam items, passages, audio, answer keys or substantial expressive content.",v1.19
7F-022,DELE-02,DELE,Especificaciones de examen DELE A1 (2020),TASK_OPERATIONALIZATION,CORE / P0,https://examenes.cervantes.es/sites/default/files/Especificaciones_DELE_A1_2020.pdf,Instituto Cervantes,ALL_RIGHTS_RESERVED_CERVANTES_EXAM_MATERIAL,NO_OPEN_LICENSE_VERIFIED,YES_IF_LAWFULLY_ACCESSED,YES_WITH_NORMAL_ACADEMIC_CITATION,YES_IF_LAWFULLY_ACCESSED,ONLY_IF_SOURCE_EXPLICITLY_PROVIDES_IT,REFERENCE_COPY_ONLY; NO_ITEM_BANK_INGEST,YES_TASK_TAXONOMY_AND_OWN_ABSTRACTIONS_ONLY,OWN_TASK_TAXONOMY_ONLY; DO_NOT_COPY_REACTIVES_TEXTS_AUDIO_OR_LAYOUT,NO_WITHOUT_PERMISSION,YES,NO_OR_NOT_APPLICABLE,UNKNOWN_OR_NOT_APPLICABLE,UNKNOWN_OR_NOT_APPLICABLE,YES_FOR_REPRODUCTION,CRITICAL,TASK_STRUCTURE_REFERENCE_ONLY,https://examenes.cervantes.es/es/node/1142111,2026-08-28,"Use DELE to abstract task structures and abilities; do not reuse exam items, passages, audio, answer keys or substantial expressive content.",v1.19
7F-023,DELE-03,DELE,"Modelo 0 DELE A1, versión 2020",,CORE / P1,https://examenes.cervantes.es/sites/default/files/DELE-A1_v2020_Modelo0_0.pdf,Instituto Cervantes,ALL_RIGHTS_RESERVED_CERVANTES_EXAM_MATERIAL,NO_OPEN_LICENSE_VERIFIED,YES_IF_LAWFULLY_ACCESSED,YES_WITH_NORMAL_ACADEMIC_CITATION,YES_IF_LAWFULLY_ACCESSED,ONLY_IF_SOURCE_EXPLICITLY_PROVIDES_IT,REFERENCE_COPY_ONLY; NO_ITEM_BANK_INGEST,YES_TASK_TAXONOMY_AND_OWN_ABSTRACTIONS_ONLY,OWN_TASK_TAXONOMY_ONLY; DO_NOT_COPY_REACTIVES_TEXTS_AUDIO_OR_LAYOUT,NO_WITHOUT_PERMISSION,YES,NO_OR_NOT_APPLICABLE,UNKNOWN_OR_NOT_APPLICABLE,UNKNOWN_OR_NOT_APPLICABLE,YES_FOR_REPRODUCTION,CRITICAL,TASK_STRUCTURE_REFERENCE_ONLY,https://examenes.cervantes.es/es/node/1142111,2026-08-28,"Use DELE to abstract task structures and abilities; do not reuse exam items, passages, audio, answer keys or substantial expressive content.",v1.19
7F-024,DELE-04,DELE,"Guía de examen DELE A1, versión 2020",,CORE / P1,https://examenes.cervantes.es/sites/default/files/DELE_A1_v2020_Gu%C3%ADa%20de%20examen.pdf,Instituto Cervantes,ALL_RIGHTS_RESERVED_CERVANTES_EXAM_MATERIAL,NO_OPEN_LICENSE_VERIFIED,YES_IF_LAWFULLY_ACCESSED,YES_WITH_NORMAL_ACADEMIC_CITATION,YES_IF_LAWFULLY_ACCESSED,ONLY_IF_SOURCE_EXPLICITLY_PROVIDES_IT,REFERENCE_COPY_ONLY; NO_ITEM_BANK_INGEST,YES_TASK_TAXONOMY_AND_OWN_ABSTRACTIONS_ONLY,OWN_TASK_TAXONOMY_ONLY; DO_NOT_COPY_REACTIVES_TEXTS_AUDIO_OR_LAYOUT,NO_WITHOUT_PERMISSION,YES,NO_OR_NOT_APPLICABLE,UNKNOWN_OR_NOT_APPLICABLE,UNKNOWN_OR_NOT_APPLICABLE,YES_FOR_REPRODUCTION,CRITICAL,TASK_STRUCTURE_REFERENCE_ONLY,https://examenes.cervantes.es/es/node/1142111,2026-08-28,"Use DELE to abstract task structures and abilities; do not reuse exam items, passages, audio, answer keys or substantial expressive content.",v1.19
7F-025,DELE-05,DELE,DELE A1 para escolares,,SUPPORT / P2,,Instituto Cervantes,ALL_RIGHTS_RESERVED_CERVANTES_EXAM_MATERIAL,NO_OPEN_LICENSE_VERIFIED,YES_IF_LAWFULLY_ACCESSED,YES_WITH_NORMAL_ACADEMIC_CITATION,YES_IF_LAWFULLY_ACCESSED,ONLY_IF_SOURCE_EXPLICITLY_PROVIDES_IT,REFERENCE_COPY_ONLY; NO_ITEM_BANK_INGEST,YES_TASK_TAXONOMY_AND_OWN_ABSTRACTIONS_ONLY,OWN_TASK_TAXONOMY_ONLY; DO_NOT_COPY_REACTIVES_TEXTS_AUDIO_OR_LAYOUT,NO_WITHOUT_PERMISSION,YES,NO_OR_NOT_APPLICABLE,UNKNOWN_OR_NOT_APPLICABLE,UNKNOWN_OR_NOT_APPLICABLE,YES_FOR_REPRODUCTION,CRITICAL,TASK_STRUCTURE_REFERENCE_ONLY,https://examenes.cervantes.es/es/node/1142111,2026-08-28,"Use DELE to abstract task structures and abilities; do not reuse exam items, passages, audio, answer keys or substantial expressive content.",v1.19
7F-026,DELE-H01,DELE,Guías/modelos DELE A1 anteriores a 2020,,HISTORICAL / P3,,Instituto Cervantes,ALL_RIGHTS_RESERVED_CERVANTES_EXAM_MATERIAL,NO_OPEN_LICENSE_VERIFIED,YES_IF_LAWFULLY_ACCESSED,YES_WITH_NORMAL_ACADEMIC_CITATION,YES_IF_LAWFULLY_ACCESSED,ONLY_IF_SOURCE_EXPLICITLY_PROVIDES_IT,REFERENCE_COPY_ONLY; NO_ITEM_BANK_INGEST,YES_TASK_TAXONOMY_AND_OWN_ABSTRACTIONS_ONLY,OWN_TASK_TAXONOMY_ONLY; DO_NOT_COPY_REACTIVES_TEXTS_AUDIO_OR_LAYOUT,NO_WITHOUT_PERMISSION,YES,NO_OR_NOT_APPLICABLE,UNKNOWN_OR_NOT_APPLICABLE,UNKNOWN_OR_NOT_APPLICABLE,YES_FOR_REPRODUCTION,CRITICAL,TASK_STRUCTURE_REFERENCE_ONLY,https://examenes.cervantes.es/es/node/1142111,2026-08-28,"Use DELE to abstract task structures and abilities; do not reuse exam items, passages, audio, answer keys or substantial expressive content.",v1.19
7F-027,CORP-01,CORP,CORPES XXI — Corpus del Español del Siglo XXI,CORPUS_FREQUENCY,CORE / P0,https://www.rae.es/banco-de-datos/corpes-xxi,Real Academia Española / ASALE as applicable,RAE_ASALE_ALL_RIGHTS_RESERVED,NO_OPEN_LICENSE_VERIFIED,YES_IF_LAWFULLY_ACCESSED,YES_WITH_NORMAL_ACADEMIC_CITATION,YES_IF_LAWFULLY_ACCESSED,NO_BULK_EXTRACTION_FOR_PRODUCT,REFERENCE_QUERIES_AND_MINIMAL_NOTES_ONLY,YES_OWN_ANALYSIS_ONLY; NO_SUBSTANTIAL_EXTRACTION,NO_EXTRACTED_CONTENT_OR_DATABASE_REUSE_WITHOUT_WRITTEN_AUTHORIZATION,NO_WITHOUT_WRITTEN_AUTHORIZATION,YES,NO_OR_NOT_APPLICABLE,UNKNOWN_OR_NOT_APPLICABLE,UNKNOWN_OR_NOT_APPLICABLE,YES_FOR_COMMERCIAL_EXTRACTION_REUSE_REPRODUCTION,CRITICAL,VERIFICATION_ONLY_NOT_PRODUCT_DATA_SOURCE,https://www.asale.org/info/asale/aviso-legal,2026-08-28,"RAE/ASALE legal notice expressly prohibits commercial reproduction, transformation, distribution, public communication, extraction and/or reuse of all or part of site contents without prior written authorization.",v1.19
7F-028,CORP-02,CORP,PRESEEA,CORPUS_FREQUENCY / VARIATION,SUPPORT / P1,https://preseea.uah.es/corpus-preseea,PRESEEA / Universidad de Alcalá and contributing teams,RESEARCH_ONLY_NONCOMMERCIAL,CC BY-NC-ND 4.0 / explicit research-only terms for PRESEEA materials,YES_IF_LAWFULLY_ACCESSED,YES_WITH_NORMAL_ACADEMIC_CITATION,YES_IF_LAWFULLY_ACCESSED,CONDITIONAL_RESEARCH_ACCESS,YES_FOR_RESEARCH_SUBJECT_TO_TERMS_AND_CONFIDENTIALITY,YES_FOR_INTERNAL_RESEARCH; DO_NOT DISTRIBUTE DERIVATIVE MATERIAL,NO,NO_COMMERCIAL; ND_LIMITS_DERIVATIVES,YES,NO,YES,YES,YES_FOR_COMMERCIAL_OR_BEYOND_TERMS,CRITICAL,RESEARCH_AUDIT_ONLY_EXCLUDE_FROM_COMMERCIAL_DATA_PIPELINE,https://preseea.uah.es/corpus-preseea,2026-08-28,PRESEEA states corpus materials are exclusively for research and commercial use is prohibited; citation is mandatory. Treat CORPEEU conservatively under the same restriction until corpus-specific terms are verified.,v1.19
7F-029,CORP-03,CORP,SUBTLEX-ESP,CORPUS_FREQUENCY / PSYCHOLINGUISTIC,SUPPORT / P1,,SUBTLEX-ESP authors/publisher/data host,DATA_LICENSE_UNRESOLVED_OR_HETEROGENEOUS,NO_SINGLE_PRODUCT_LICENSE_VERIFIED,YES_IF_LAWFULLY_ACCESSED,YES_WITH_NORMAL_ACADEMIC_CITATION,YES_IF_LAWFULLY_ACCESSED,DO_NOT_BULK_INGEST_UNTIL_LICENSE_VERIFIED,NO_DEFAULT_INGEST; QUERY/REFERENCE_ONLY,YES_FOR_HIGH_LEVEL_RESEARCH_FINDINGS; NO_SOURCE_DATA_COPY,HOLD,HOLD,YES,NO_OR_NOT_APPLICABLE,UNKNOWN_OR_NOT_APPLICABLE,UNKNOWN_OR_NOT_APPLICABLE,VERIFY_FIRST,HIGH,LICENSE_HOLD_RESEARCH_ONLY,,2026-08-28,Public accessibility or an academic paper does not establish a redistributable dataset license. Verify the exact downloadable file and upstream sources before any product ingestion.,v1.19
7F-030,CORP-04,CORP,EsPal,CORPUS_FREQUENCY / PSYCHOLINGUISTIC,SUPPORT / P1,,EsPal/BCBL and underlying data providers,DATA_LICENSE_UNRESOLVED_OR_HETEROGENEOUS,NO_SINGLE_PRODUCT_LICENSE_VERIFIED,YES_IF_LAWFULLY_ACCESSED,YES_WITH_NORMAL_ACADEMIC_CITATION,YES_IF_LAWFULLY_ACCESSED,DO_NOT_BULK_INGEST_UNTIL_LICENSE_VERIFIED,NO_DEFAULT_INGEST; QUERY/REFERENCE_ONLY,YES_FOR_HIGH_LEVEL_RESEARCH_FINDINGS; NO_SOURCE_DATA_COPY,HOLD,HOLD,YES,NO_OR_NOT_APPLICABLE,UNKNOWN_OR_NOT_APPLICABLE,UNKNOWN_OR_NOT_APPLICABLE,VERIFY_FIRST,HIGH,LICENSE_HOLD_RESEARCH_ONLY,https://bcbl.eu/databases/espal/,2026-08-28,Public accessibility or an academic paper does not establish a redistributable dataset license. Verify the exact downloadable file and upstream sources before any product ingestion.,v1.19
7F-031,CORP-05,CORP,"A Frequency Dictionary of Spanish: Core Vocabulary for Learners, 2nd ed.",CORPUS_FREQUENCY / CURRICULUM_SUPPORT,SUPPORT / P1,,Routledge / authors,COPYRIGHT_BOOK,ALL_RIGHTS_RESERVED_BOOK,YES_IF_LAWFULLY_ACCESSED,YES_WITH_NORMAL_ACADEMIC_CITATION,YES_IF_LAWFULLY_ACCESSED,NO_DATASET_ASSUMED,BIBLIOGRAPHIC_REFERENCE_ONLY,YES_OWN_SUMMARIES_AND_NONEXPRESSIVE_RANK_SIGNALS_IF_LAWFULLY_OBTAINED,NO_LIST_COPY_OR_SUBSTANTIAL_RECONSTRUCTION,NO,YES,NO_OR_NOT_APPLICABLE,UNKNOWN_OR_NOT_APPLICABLE,UNKNOWN_OR_NOT_APPLICABLE,YES_FOR_LIST_REUSE,HIGH,BENCHMARK_ONLY_NO_LIST_COPY,,2026-08-28,Frequency dictionary is a copyrighted commercial work. Do not copy or reconstruct its full ranked list into SpanishStories; use only limited benchmarking and independent conclusions.,v1.19
