record_id,item,object_type,measurement_source_id,measurement_source_name,source_version,measurement_dimension,measurement_status,raw_occurrence_count,rank_in_top50k,top50k_match_status,matching_method,consulted_at,normalization_candidate,normalization_candidate_raw_occurrence_count,normalization_candidate_rank_in_top50k,normalization_review_reason,curricular_variant_status,scan_verified_through_rank,normalized_frequency,normalized_frequency_unit,source_register,source_year,source_data_origin,license,commercial_use_status,level_effect,priority_effect_status,source_url,evidence_url,notes,curriculum_version,phase14_row_type,phase14_id,curriculum_layer,curriculum_inclusion,normalization_action,canonical_form_target,form_relation_type,staging_identity_key,lexeme_candidate_status,engine_pos,lexical_category,sense_key,sense_curriculum_status,source_assertion_policy,variant_relation_type,regional_concept_anchor,split_parent_surface,review_gate,lexeme_id,sense_id,lexical_verification_source,phase14_notes,phase14c_status,functional_paradigm_id,functional_paradigm_class,paradigm_anchor,paradigm_form_features,function_word_engine_policy,occurrence_role_policy,independent_a1_assertion_status,source_assertion_scope_type,source_assertion_scope_key,a2_boundary_scope_key,mwu_object_class,mwu_subtype,mwu_frame_key,mwu_identity_policy,mwu_classification_confidence,phase14c_evidence_basis,phase14d_status,lexeme_key,lexeme_type_final,canonical_lemma_final,lexeme_release,lexeme_target_ids,sense_target_ids,form_id,form_origin,form_surface,form_features_final,sense_status_final,sense_scope_final,identity_publication_policy,lineage_status
12B1-ATOM-0107,central,ATOMIC_SURFACE_FORM,CORP-18,FrequencyWords / OpenSubtitles2018 Spanish 50k,FrequencyWords content/2018/es/es_50k.txt (OpenSubtitles2018-derived),SURFACE_SUBTITLE_OCCURRENCE_COUNT_AND_RANK,MEASURED_EXACT_SURFACE,18819,1805,FOUND_TOP50K,EXACT_CASE_SENSITIVE_SURFACE_TOKEN,2026-09-04,,,,,NONE_OR_NOT_ANNOTATED_IN_THIS_PASS,FULL_TOP50K_EXACT_LOOKUP_50000,,NOT_CALCULATED_DENOMINATOR_NOT_FIXED,SUBTITLE_AUDIOVISUAL,2018,OpenSubtitles2018 via FrequencyWords processing,CC BY-SA 4.0 content,ALLOWED_WITH_ATTRIBUTION_AND_SHAREALIKE_BOUNDARY,NONE_FREQUENCY_DOES_NOT_SET_LEVEL,QUANT_SIGNAL_AVAILABLE_NOT_YET_COMPOSITE_SCORED,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/es/es_50k.txt,https://raw.githubusercontent.com/hermitdave/FrequencyWords/refs/heads/master/content/2018/es/es_50k.txt,Full continuous top-50k exact surface sweep completed on 2026-09-04. Frequency is quantitative evidence only and does not set CEFR level.,1.37,INPUT_OBJECT,14A-IN-0107,PCIC_BASE_A1,A1_CORE_NORMATIVE,KEEP_STAGING_ANCHOR,central,,,STAGING_NOT_PUBLISHED,,,,,PRESERVE_AT_SOURCE_ASSERTION_OR_SENSE_SCOPE,,,,PUBLISHED_14D,LEX-A1-000123,SENSE-A1-000125,,,,,,,,,,,,,,,,,,,,PUBLISHED_INPUT_LINK,central,ATOMIC,central,A1-LEXICON-v1.37,LEX-A1-000123,SENSE-A1-000125,,,,,,,CURRICULUM_LOGICAL_ID; IMMUTABLE_AFTER_V1.37; DATABASE_PK_UNSPECIFIED,
12B1-ATOM-0108,centro,ATOMIC_SURFACE_FORM,CORP-18,FrequencyWords / OpenSubtitles2018 Spanish 50k,FrequencyWords content/2018/es/es_50k.txt (OpenSubtitles2018-derived),SURFACE_SUBTITLE_OCCURRENCE_COUNT_AND_RANK,MEASURED_EXACT_SURFACE,45864,820,FOUND_TOP50K,EXACT_CASE_SENSITIVE_SURFACE_TOKEN,2026-09-04,,,,,NONE_OR_NOT_ANNOTATED_IN_THIS_PASS,FULL_TOP50K_EXACT_LOOKUP_50000,,NOT_CALCULATED_DENOMINATOR_NOT_FIXED,SUBTITLE_AUDIOVISUAL,2018,OpenSubtitles2018 via FrequencyWords processing,CC BY-SA 4.0 content,ALLOWED_WITH_ATTRIBUTION_AND_SHAREALIKE_BOUNDARY,NONE_FREQUENCY_DOES_NOT_SET_LEVEL,QUANT_SIGNAL_AVAILABLE_NOT_YET_COMPOSITE_SCORED,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/es/es_50k.txt,https://raw.githubusercontent.com/hermitdave/FrequencyWords/refs/heads/master/content/2018/es/es_50k.txt,Full continuous top-50k exact surface sweep completed on 2026-09-04. Frequency is quantitative evidence only and does not set CEFR level.,1.37,INPUT_OBJECT,14A-IN-0108,PCIC_BASE_A1,A1_CORE_NORMATIVE,KEEP_STAGING_ANCHOR,centro,,,STAGING_NOT_PUBLISHED,,,,,PRESERVE_AT_SOURCE_ASSERTION_OR_SENSE_SCOPE,,,,PUBLISHED_14D,LEX-A1-000125,SENSE-A1-000127,,,,,,,,,,,,,,,,,,,,PUBLISHED_INPUT_LINK,centro,ATOMIC,centro,A1-LEXICON-v1.37,LEX-A1-000125,SENSE-A1-000127,,,,,,,CURRICULUM_LOGICAL_ID; IMMUTABLE_AFTER_V1.37; DATABASE_PK_UNSPECIFIED,
12B1-ATOM-0109,cerca,ATOMIC_SURFACE_FORM,CORP-18,FrequencyWords / OpenSubtitles2018 Spanish 50k,FrequencyWords content/2018/es/es_50k.txt (OpenSubtitles2018-derived),SURFACE_SUBTITLE_OCCURRENCE_COUNT_AND_RANK,MEASURED_EXACT_SURFACE,110690,381,FOUND_TOP50K,EXACT_CASE_SENSITIVE_SURFACE_TOKEN,2026-09-04,,,,,NONE_OR_NOT_ANNOTATED_IN_THIS_PASS,FULL_TOP50K_EXACT_LOOKUP_50000,,NOT_CALCULATED_DENOMINATOR_NOT_FIXED,SUBTITLE_AUDIOVISUAL,2018,OpenSubtitles2018 via FrequencyWords processing,CC BY-SA 4.0 content,ALLOWED_WITH_ATTRIBUTION_AND_SHAREALIKE_BOUNDARY,NONE_FREQUENCY_DOES_NOT_SET_LEVEL,QUANT_SIGNAL_AVAILABLE_NOT_YET_COMPOSITE_SCORED,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/es/es_50k.txt,https://raw.githubusercontent.com/hermitdave/FrequencyWords/refs/heads/master/content/2018/es/es_50k.txt,Full continuous top-50k exact surface sweep completed on 2026-09-04. Frequency is quantitative evidence only and does not set CEFR level.,1.37,INPUT_OBJECT,14A-IN-0109,PCIC_BASE_A1,A1_CORE_NORMATIVE,KEEP_STAGING_ANCHOR,cerca,,,STAGING_NOT_PUBLISHED,,,,,PRESERVE_AT_SOURCE_ASSERTION_OR_SENSE_SCOPE,,,,PUBLISHED_14D,LEX-A1-000127,SENSE-A1-000129,,,,,,,,,,,,,,,,,,,,PUBLISHED_INPUT_LINK,cerca,ATOMIC,cerca,A1-LEXICON-v1.37,LEX-A1-000127,SENSE-A1-000129,,,,,,,CURRICULUM_LOGICAL_ID; IMMUTABLE_AFTER_V1.37; DATABASE_PK_UNSPECIFIED,
12B1-ATOM-0110,cerrado,ATOMIC_SURFACE_FORM,CORP-18,FrequencyWords / OpenSubtitles2018 Spanish 50k,FrequencyWords content/2018/es/es_50k.txt (OpenSubtitles2018-derived),SURFACE_SUBTITLE_OCCURRENCE_COUNT_AND_RANK,MEASURED_EXACT_SURFACE,17604,1914,FOUND_TOP50K,EXACT_CASE_SENSITIVE_SURFACE_TOKEN,2026-09-04,,,,,NONE_OR_NOT_ANNOTATED_IN_THIS_PASS,FULL_TOP50K_EXACT_LOOKUP_50000,,NOT_CALCULATED_DENOMINATOR_NOT_FIXED,SUBTITLE_AUDIOVISUAL,2018,OpenSubtitles2018 via FrequencyWords processing,CC BY-SA 4.0 content,ALLOWED_WITH_ATTRIBUTION_AND_SHAREALIKE_BOUNDARY,NONE_FREQUENCY_DOES_NOT_SET_LEVEL,QUANT_SIGNAL_AVAILABLE_NOT_YET_COMPOSITE_SCORED,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/es/es_50k.txt,https://raw.githubusercontent.com/hermitdave/FrequencyWords/refs/heads/master/content/2018/es/es_50k.txt,Full continuous top-50k exact surface sweep completed on 2026-09-04. Frequency is quantitative evidence only and does not set CEFR level.,1.37,INPUT_OBJECT,14A-IN-0110,PCIC_BASE_A1,A1_CORE_NORMATIVE,KEEP_STAGING_ANCHOR,cerrado,,,STAGING_NOT_PUBLISHED,,,,,PRESERVE_AT_SOURCE_ASSERTION_OR_SENSE_SCOPE,,,,PUBLISHED_14D,LEX-A1-000128,SENSE-A1-000130,,,,,,,,,,,,,,,,,,,,PUBLISHED_INPUT_LINK,cerrado,ATOMIC,cerrado,A1-LEXICON-v1.37,LEX-A1-000128,SENSE-A1-000130,,,,,,,CURRICULUM_LOGICAL_ID; IMMUTABLE_AFTER_V1.37; DATABASE_PK_UNSPECIFIED,
12B1-ATOM-0111,cerrar,ATOMIC_SURFACE_FORM,CORP-18,FrequencyWords / OpenSubtitles2018 Spanish 50k,FrequencyWords content/2018/es/es_50k.txt (OpenSubtitles2018-derived),SURFACE_SUBTITLE_OCCURRENCE_COUNT_AND_RANK,MEASURED_EXACT_SURFACE,18896,1798,FOUND_TOP50K,EXACT_CASE_SENSITIVE_SURFACE_TOKEN,2026-09-04,,,,,NONE_OR_NOT_ANNOTATED_IN_THIS_PASS,FULL_TOP50K_EXACT_LOOKUP_50000,,NOT_CALCULATED_DENOMINATOR_NOT_FIXED,SUBTITLE_AUDIOVISUAL,2018,OpenSubtitles2018 via FrequencyWords processing,CC BY-SA 4.0 content,ALLOWED_WITH_ATTRIBUTION_AND_SHAREALIKE_BOUNDARY,NONE_FREQUENCY_DOES_NOT_SET_LEVEL,QUANT_SIGNAL_AVAILABLE_NOT_YET_COMPOSITE_SCORED,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/es/es_50k.txt,https://raw.githubusercontent.com/hermitdave/FrequencyWords/refs/heads/master/content/2018/es/es_50k.txt,Full continuous top-50k exact surface sweep completed on 2026-09-04. Frequency is quantitative evidence only and does not set CEFR level.,1.37,INPUT_OBJECT,14A-IN-0111,PCIC_BASE_A1,A1_CORE_NORMATIVE,KEEP_STAGING_ANCHOR,cerrar,,,STAGING_NOT_PUBLISHED,,,,,PRESERVE_AT_SOURCE_ASSERTION_OR_SENSE_SCOPE,,,,PUBLISHED_14D,LEX-A1-000129,SENSE-A1-000131,,,,,,,,,,,,,,,,,,,,PUBLISHED_INPUT_LINK,cerrar,ATOMIC,cerrar,A1-LEXICON-v1.37,LEX-A1-000129,SENSE-A1-000131,,,,,,,CURRICULUM_LOGICAL_ID; IMMUTABLE_AFTER_V1.37; DATABASE_PK_UNSPECIFIED,
12B1-ATOM-0112,cerveza,ATOMIC_SURFACE_FORM,CORP-18,FrequencyWords / OpenSubtitles2018 Spanish 50k,FrequencyWords content/2018/es/es_50k.txt (OpenSubtitles2018-derived),SURFACE_SUBTITLE_OCCURRENCE_COUNT_AND_RANK,MEASURED_EXACT_SURFACE,33902,1075,FOUND_TOP50K,EXACT_CASE_SENSITIVE_SURFACE_TOKEN,2026-09-04,,,,,NONE_OR_NOT_ANNOTATED_IN_THIS_PASS,FULL_TOP50K_EXACT_LOOKUP_50000,,NOT_CALCULATED_DENOMINATOR_NOT_FIXED,SUBTITLE_AUDIOVISUAL,2018,OpenSubtitles2018 via FrequencyWords processing,CC BY-SA 4.0 content,ALLOWED_WITH_ATTRIBUTION_AND_SHAREALIKE_BOUNDARY,NONE_FREQUENCY_DOES_NOT_SET_LEVEL,QUANT_SIGNAL_AVAILABLE_NOT_YET_COMPOSITE_SCORED,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/es/es_50k.txt,https://raw.githubusercontent.com/hermitdave/FrequencyWords/refs/heads/master/content/2018/es/es_50k.txt,Full continuous top-50k exact surface sweep completed on 2026-09-04. Frequency is quantitative evidence only and does not set CEFR level.,1.37,INPUT_OBJECT,14A-IN-0112,PCIC_BASE_A1,A1_CORE_NORMATIVE,KEEP_STAGING_ANCHOR,cerveza,,,STAGING_NOT_PUBLISHED,,,,,PRESERVE_AT_SOURCE_ASSERTION_OR_SENSE_SCOPE,,,,PUBLISHED_14D,LEX-A1-000130,SENSE-A1-000132,,,,,,,,,,,,,,,,,,,,PUBLISHED_INPUT_LINK,cerveza,ATOMIC,cerveza,A1-LEXICON-v1.37,LEX-A1-000130,SENSE-A1-000132,,,,,,,CURRICULUM_LOGICAL_ID; IMMUTABLE_AFTER_V1.37; DATABASE_PK_UNSPECIFIED,
12B1-ATOM-0113,chao,ATOMIC_SURFACE_FORM,CORP-18,FrequencyWords / OpenSubtitles2018 Spanish 50k,FrequencyWords content/2018/es/es_50k.txt (OpenSubtitles2018-derived),SURFACE_SUBTITLE_OCCURRENCE_COUNT_AND_RANK,MEASURED_EXACT_SURFACE,2650,9007,FOUND_TOP50K,EXACT_CASE_SENSITIVE_SURFACE_TOKEN,2026-09-04,,,,,NONE_OR_NOT_ANNOTATED_IN_THIS_PASS,FULL_TOP50K_EXACT_LOOKUP_50000,,NOT_CALCULATED_DENOMINATOR_NOT_FIXED,SUBTITLE_AUDIOVISUAL,2018,OpenSubtitles2018 via FrequencyWords processing,CC BY-SA 4.0 content,ALLOWED_WITH_ATTRIBUTION_AND_SHAREALIKE_BOUNDARY,NONE_FREQUENCY_DOES_NOT_SET_LEVEL,QUANT_SIGNAL_AVAILABLE_NOT_YET_COMPOSITE_SCORED,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/es/es_50k.txt,https://raw.githubusercontent.com/hermitdave/FrequencyWords/refs/heads/master/content/2018/es/es_50k.txt,Full continuous top-50k exact surface sweep completed on 2026-09-04. Frequency is quantitative evidence only and does not set CEFR level.,1.37,INPUT_OBJECT,14A-IN-0113,PCIC_BASE_A1,A1_CORE_NORMATIVE,KEEP_STAGING_ANCHOR,chao,,,STAGING_NOT_PUBLISHED,,,,,PRESERVE_AT_SOURCE_ASSERTION_OR_SENSE_SCOPE,,,,PUBLISHED_14D,LEX-A1-000131,SENSE-A1-000133,,,,,,,,,,,,,,,,,,,,PUBLISHED_INPUT_LINK,chao,ATOMIC,chao,A1-LEXICON-v1.37,LEX-A1-000131,SENSE-A1-000133,,,,,,,CURRICULUM_LOGICAL_ID; IMMUTABLE_AFTER_V1.37; DATABASE_PK_UNSPECIFIED,
12B1-ATOM-0114,chica,ATOMIC_SURFACE_FORM,CORP-18,FrequencyWords / OpenSubtitles2018 Spanish 50k,FrequencyWords content/2018/es/es_50k.txt (OpenSubtitles2018-derived),SURFACE_SUBTITLE_OCCURRENCE_COUNT_AND_RANK,MEASURED_EXACT_SURFACE,173210,259,FOUND_TOP50K,EXACT_CASE_SENSITIVE_SURFACE_TOKEN,2026-09-04,,,,,NONE_OR_NOT_ANNOTATED_IN_THIS_PASS,FULL_TOP50K_EXACT_LOOKUP_50000,,NOT_CALCULATED_DENOMINATOR_NOT_FIXED,SUBTITLE_AUDIOVISUAL,2018,OpenSubtitles2018 via FrequencyWords processing,CC BY-SA 4.0 content,ALLOWED_WITH_ATTRIBUTION_AND_SHAREALIKE_BOUNDARY,NONE_FREQUENCY_DOES_NOT_SET_LEVEL,QUANT_SIGNAL_AVAILABLE_NOT_YET_COMPOSITE_SCORED,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/es/es_50k.txt,https://raw.githubusercontent.com/hermitdave/FrequencyWords/refs/heads/master/content/2018/es/es_50k.txt,Full continuous top-50k exact surface sweep completed on 2026-09-04. Frequency is quantitative evidence only and does not set CEFR level.,1.37,INPUT_OBJECT,14A-IN-0114,7B_SURFACE_CORRECTION,A1_CORE_NORMATIVE,LINK_AS_LEXEME_FORM,chico,GENDER_FORM,FORM_OF:chico,STAGING_NOT_PUBLISHED,,,,,PRESERVE_AT_SOURCE_ASSERTION_OR_SENSE_SCOPE,,,,RESOLVED_FORM_RELATION,LEX-A1-000132,SENSE-A1-000134,,INHERITED_7G: no crea identidad léxica independiente.,,,,,,,,,,,,,,,,,,PUBLISHED_INPUT_LINK,chico,ATOMIC,chico,A1-LEXICON-v1.37,LEX-A1-000132,SENSE-A1-000134,,,,,,,CURRICULUM_LOGICAL_ID; IMMUTABLE_AFTER_V1.37; DATABASE_PK_UNSPECIFIED,
12B1-ATOM-0115,chico,ATOMIC_SURFACE_FORM,CORP-18,FrequencyWords / OpenSubtitles2018 Spanish 50k,FrequencyWords content/2018/es/es_50k.txt (OpenSubtitles2018-derived),SURFACE_SUBTITLE_OCCURRENCE_COUNT_AND_RANK,MEASURED_EXACT_SURFACE,145009,293,FOUND_TOP50K,EXACT_CASE_SENSITIVE_SURFACE_TOKEN,2026-09-04,,,,,NONE_OR_NOT_ANNOTATED_IN_THIS_PASS,FULL_TOP50K_EXACT_LOOKUP_50000,,NOT_CALCULATED_DENOMINATOR_NOT_FIXED,SUBTITLE_AUDIOVISUAL,2018,OpenSubtitles2018 via FrequencyWords processing,CC BY-SA 4.0 content,ALLOWED_WITH_ATTRIBUTION_AND_SHAREALIKE_BOUNDARY,NONE_FREQUENCY_DOES_NOT_SET_LEVEL,QUANT_SIGNAL_AVAILABLE_NOT_YET_COMPOSITE_SCORED,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/es/es_50k.txt,https://raw.githubusercontent.com/hermitdave/FrequencyWords/refs/heads/master/content/2018/es/es_50k.txt,Full continuous top-50k exact surface sweep completed on 2026-09-04. Frequency is quantitative evidence only and does not set CEFR level.,1.37,INPUT_OBJECT,14A-IN-0115,PCIC_BASE_A1,A1_CORE_NORMATIVE,KEEP_STAGING_ANCHOR,chico,,,STAGING_NOT_PUBLISHED,,,,,PRESERVE_AT_SOURCE_ASSERTION_OR_SENSE_SCOPE,,,,PUBLISHED_14D,LEX-A1-000132,SENSE-A1-000134,,,,,,,,,,,,,,,,,,,,PUBLISHED_INPUT_LINK,chico,ATOMIC,chico,A1-LEXICON-v1.37,LEX-A1-000132,SENSE-A1-000134,,,,,,,CURRICULUM_LOGICAL_ID; IMMUTABLE_AFTER_V1.37; DATABASE_PK_UNSPECIFIED,
12B1-ATOM-0116,chofer,ATOMIC_SURFACE_FORM,CORP-18,FrequencyWords / OpenSubtitles2018 Spanish 50k,FrequencyWords content/2018/es/es_50k.txt (OpenSubtitles2018-derived),SURFACE_SUBTITLE_OCCURRENCE_COUNT_AND_RANK,MEASURED_EXACT_SURFACE,4047,6510,FOUND_TOP50K,EXACT_CASE_SENSITIVE_SURFACE_TOKEN,2026-09-04,,,,,REGIONAL_VARIANT_A1_RECEPTIVE,FULL_TOP50K_EXACT_LOOKUP_50000,,NOT_CALCULATED_DENOMINATOR_NOT_FIXED,SUBTITLE_AUDIOVISUAL,2018,OpenSubtitles2018 via FrequencyWords processing,CC BY-SA 4.0 content,ALLOWED_WITH_ATTRIBUTION_AND_SHAREALIKE_BOUNDARY,NONE_FREQUENCY_DOES_NOT_SET_LEVEL,QUANT_SIGNAL_AVAILABLE_NOT_YET_COMPOSITE_SCORED,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/es/es_50k.txt,https://raw.githubusercontent.com/hermitdave/FrequencyWords/refs/heads/master/content/2018/es/es_50k.txt,Full continuous top-50k exact surface sweep completed on 2026-09-04. Frequency is quantitative evidence only and does not set CEFR level.,1.37,INPUT_OBJECT,14A-IN-0116,7C_REGIONAL_VARIATION,A1_REGIONAL_RECEPTIVE,KEEP_STAGING_ANCHOR,chofer,,,STAGING_NOT_PUBLISHED,,,,,PRESERVE_AT_SOURCE_ASSERTION_OR_SENSE_SCOPE,SENSE_LEVEL_REGIONAL_EQUIVALENT,conductor,,PUBLISHED_14D,LEX-A1-000133,SENSE-A1-000135,,,,,,,,,,,,,,,,,,,,PUBLISHED_INPUT_LINK,chofer,ATOMIC,chofer,A1-LEXICON-v1.37,LEX-A1-000133,SENSE-A1-000135,,,,,,,CURRICULUM_LOGICAL_ID; IMMUTABLE_AFTER_V1.37; DATABASE_PK_UNSPECIFIED,
12B1-ATOM-0117,cine,ATOMIC_SURFACE_FORM,CORP-18,FrequencyWords / OpenSubtitles2018 Spanish 50k,FrequencyWords content/2018/es/es_50k.txt (OpenSubtitles2018-derived),SURFACE_SUBTITLE_OCCURRENCE_COUNT_AND_RANK,MEASURED_EXACT_SURFACE,24776,1406,FOUND_TOP50K,EXACT_CASE_SENSITIVE_SURFACE_TOKEN,2026-09-04,,,,,NONE_OR_NOT_ANNOTATED_IN_THIS_PASS,FULL_TOP50K_EXACT_LOOKUP_50000,,NOT_CALCULATED_DENOMINATOR_NOT_FIXED,SUBTITLE_AUDIOVISUAL,2018,OpenSubtitles2018 via FrequencyWords processing,CC BY-SA 4.0 content,ALLOWED_WITH_ATTRIBUTION_AND_SHAREALIKE_BOUNDARY,NONE_FREQUENCY_DOES_NOT_SET_LEVEL,QUANT_SIGNAL_AVAILABLE_NOT_YET_COMPOSITE_SCORED,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/es/es_50k.txt,https://raw.githubusercontent.com/hermitdave/FrequencyWords/refs/heads/master/content/2018/es/es_50k.txt,Full continuous top-50k exact surface sweep completed on 2026-09-04. Frequency is quantitative evidence only and does not set CEFR level.,1.37,INPUT_OBJECT,14A-IN-0117,PCIC_BASE_A1,A1_CORE_NORMATIVE,KEEP_STAGING_ANCHOR,cine,,,STAGING_NOT_PUBLISHED,,,,,PRESERVE_AT_SOURCE_ASSERTION_OR_SENSE_SCOPE,,,,PUBLISHED_14D,LEX-A1-000134,SENSE-A1-000136,,,,,,,,,,,,,,,,,,,,PUBLISHED_INPUT_LINK,cine,ATOMIC,cine,A1-LEXICON-v1.37,LEX-A1-000134,SENSE-A1-000136,,,,,,,CURRICULUM_LOGICAL_ID; IMMUTABLE_AFTER_V1.37; DATABASE_PK_UNSPECIFIED,
12B1-ATOM-0118,circo,ATOMIC_SURFACE_FORM,CORP-18,FrequencyWords / OpenSubtitles2018 Spanish 50k,FrequencyWords content/2018/es/es_50k.txt (OpenSubtitles2018-derived),SURFACE_SUBTITLE_OCCURRENCE_COUNT_AND_RANK,MEASURED_EXACT_SURFACE,7326,4029,FOUND_TOP50K,EXACT_CASE_SENSITIVE_SURFACE_TOKEN,2026-09-04,,,,,NONE_OR_NOT_ANNOTATED_IN_THIS_PASS,FULL_TOP50K_EXACT_LOOKUP_50000,,NOT_CALCULATED_DENOMINATOR_NOT_FIXED,SUBTITLE_AUDIOVISUAL,2018,OpenSubtitles2018 via FrequencyWords processing,CC BY-SA 4.0 content,ALLOWED_WITH_ATTRIBUTION_AND_SHAREALIKE_BOUNDARY,NONE_FREQUENCY_DOES_NOT_SET_LEVEL,QUANT_SIGNAL_AVAILABLE_NOT_YET_COMPOSITE_SCORED,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/es/es_50k.txt,https://raw.githubusercontent.com/hermitdave/FrequencyWords/refs/heads/master/content/2018/es/es_50k.txt,Full continuous top-50k exact surface sweep completed on 2026-09-04. Frequency is quantitative evidence only and does not set CEFR level.,1.37,INPUT_OBJECT,14A-IN-0118,PCIC_BASE_A1,A1_CORE_NORMATIVE,KEEP_STAGING_ANCHOR,circo,,,STAGING_NOT_PUBLISHED,,,,,PRESERVE_AT_SOURCE_ASSERTION_OR_SENSE_SCOPE,,,,PUBLISHED_14D,LEX-A1-000135,SENSE-A1-000137,,,,,,,,,,,,,,,,,,,,PUBLISHED_INPUT_LINK,circo,ATOMIC,circo,A1-LEXICON-v1.37,LEX-A1-000135,SENSE-A1-000137,,,,,,,CURRICULUM_LOGICAL_ID; IMMUTABLE_AFTER_V1.37; DATABASE_PK_UNSPECIFIED,
12B1-ATOM-0119,ciudad,ATOMIC_SURFACE_FORM,CORP-18,FrequencyWords / OpenSubtitles2018 Spanish 50k,FrequencyWords content/2018/es/es_50k.txt (OpenSubtitles2018-derived),SURFACE_SUBTITLE_OCCURRENCE_COUNT_AND_RANK,MEASURED_EXACT_SURFACE,126710,336,FOUND_TOP50K,EXACT_CASE_SENSITIVE_SURFACE_TOKEN,2026-09-04,,,,,NONE_OR_NOT_ANNOTATED_IN_THIS_PASS,FULL_TOP50K_EXACT_LOOKUP_50000,,NOT_CALCULATED_DENOMINATOR_NOT_FIXED,SUBTITLE_AUDIOVISUAL,2018,OpenSubtitles2018 via FrequencyWords processing,CC BY-SA 4.0 content,ALLOWED_WITH_ATTRIBUTION_AND_SHAREALIKE_BOUNDARY,NONE_FREQUENCY_DOES_NOT_SET_LEVEL,QUANT_SIGNAL_AVAILABLE_NOT_YET_COMPOSITE_SCORED,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/es/es_50k.txt,https://raw.githubusercontent.com/hermitdave/FrequencyWords/refs/heads/master/content/2018/es/es_50k.txt,Full continuous top-50k exact surface sweep completed on 2026-09-04. Frequency is quantitative evidence only and does not set CEFR level.,1.37,INPUT_OBJECT,14A-IN-0119,PCIC_BASE_A1,A1_CORE_NORMATIVE,KEEP_STAGING_ANCHOR,ciudad,,,STAGING_NOT_PUBLISHED,,,,,PRESERVE_AT_SOURCE_ASSERTION_OR_SENSE_SCOPE,,,,PUBLISHED_14D,LEX-A1-000136,SENSE-A1-000138,,,,,,,,,,,,,,,,,,,,PUBLISHED_INPUT_LINK,ciudad,ATOMIC,ciudad,A1-LEXICON-v1.37,LEX-A1-000136,SENSE-A1-000138,,,,,,,CURRICULUM_LOGICAL_ID; IMMUTABLE_AFTER_V1.37; DATABASE_PK_UNSPECIFIED,
12B1-ATOM-0120,claro,ATOMIC_SURFACE_FORM,CORP-18,FrequencyWords / OpenSubtitles2018 Spanish 50k,FrequencyWords content/2018/es/es_50k.txt (OpenSubtitles2018-derived),SURFACE_SUBTITLE_OCCURRENCE_COUNT_AND_RANK,MEASURED_EXACT_SURFACE,296584,166,FOUND_TOP50K,EXACT_CASE_SENSITIVE_SURFACE_TOKEN,2026-09-04,,,,,NONE_OR_NOT_ANNOTATED_IN_THIS_PASS,FULL_TOP50K_EXACT_LOOKUP_50000,,NOT_CALCULATED_DENOMINATOR_NOT_FIXED,SUBTITLE_AUDIOVISUAL,2018,OpenSubtitles2018 via FrequencyWords processing,CC BY-SA 4.0 content,ALLOWED_WITH_ATTRIBUTION_AND_SHAREALIKE_BOUNDARY,NONE_FREQUENCY_DOES_NOT_SET_LEVEL,QUANT_SIGNAL_AVAILABLE_NOT_YET_COMPOSITE_SCORED,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/es/es_50k.txt,https://raw.githubusercontent.com/hermitdave/FrequencyWords/refs/heads/master/content/2018/es/es_50k.txt,Full continuous top-50k exact surface sweep completed on 2026-09-04. Frequency is quantitative evidence only and does not set CEFR level.,1.37,INPUT_OBJECT,14A-IN-0120,PCIC_BASE_A1,A1_CORE_NORMATIVE,KEEP_STAGING_ANCHOR,claro,,,STAGING_NOT_PUBLISHED,,,,,PRESERVE_AT_SOURCE_ASSERTION_OR_SENSE_SCOPE,,,,PUBLISHED_14D,LEX-A1-000137,SENSE-A1-000139,,,,,,,,,,,,,,,,,,,,PUBLISHED_INPUT_LINK,claro,ATOMIC,claro,A1-LEXICON-v1.37,LEX-A1-000137,SENSE-A1-000139,,,,,,,CURRICULUM_LOGICAL_ID; IMMUTABLE_AFTER_V1.37; DATABASE_PK_UNSPECIFIED,
