record_id,item,object_type,measurement_source_id,measurement_source_name,source_version,measurement_dimension,measurement_status,raw_occurrence_count,rank_in_top50k,top50k_match_status,matching_method,consulted_at,normalization_candidate,normalization_candidate_raw_occurrence_count,normalization_candidate_rank_in_top50k,normalization_review_reason,curricular_variant_status,scan_verified_through_rank,normalized_frequency,normalized_frequency_unit,source_register,source_year,source_data_origin,license,commercial_use_status,level_effect,priority_effect_status,source_url,evidence_url,notes,curriculum_version
12B1-ATOM-0011,adiós,ATOMIC_SURFACE_FORM,CORP-18,FrequencyWords / OpenSubtitles2018 Spanish 50k,FrequencyWords content/2018/es/es_50k.txt (OpenSubtitles2018-derived),SURFACE_SUBTITLE_OCCURRENCE_COUNT_AND_RANK,MEASURED_EXACT_SURFACE,143677,297,FOUND_TOP50K,EXACT_CASE_SENSITIVE_SURFACE_TOKEN,2026-09-04,,,,,NONE_OR_NOT_ANNOTATED_IN_THIS_PASS,FULL_TOP50K_EXACT_LOOKUP_50000,,NOT_CALCULATED_DENOMINATOR_NOT_FIXED,SUBTITLE_AUDIOVISUAL,2018,OpenSubtitles2018 via FrequencyWords processing,CC BY-SA 4.0 content,ALLOWED_WITH_ATTRIBUTION_AND_SHAREALIKE_BOUNDARY,NONE_FREQUENCY_DOES_NOT_SET_LEVEL,QUANT_SIGNAL_AVAILABLE_NOT_YET_COMPOSITE_SCORED,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/es/es_50k.txt,https://raw.githubusercontent.com/hermitdave/FrequencyWords/refs/heads/master/content/2018/es/es_50k.txt,Full continuous top-50k exact surface sweep completed on 2026-09-04. Frequency is quantitative evidence only and does not set CEFR level.,1.32
12B1-ATOM-0012,aeropuerto,ATOMIC_SURFACE_FORM,CORP-18,FrequencyWords / OpenSubtitles2018 Spanish 50k,FrequencyWords content/2018/es/es_50k.txt (OpenSubtitles2018-derived),SURFACE_SUBTITLE_OCCURRENCE_COUNT_AND_RANK,MEASURED_EXACT_SURFACE,16235,2069,FOUND_TOP50K,EXACT_CASE_SENSITIVE_SURFACE_TOKEN,2026-09-04,,,,,NONE_OR_NOT_ANNOTATED_IN_THIS_PASS,FULL_TOP50K_EXACT_LOOKUP_50000,,NOT_CALCULATED_DENOMINATOR_NOT_FIXED,SUBTITLE_AUDIOVISUAL,2018,OpenSubtitles2018 via FrequencyWords processing,CC BY-SA 4.0 content,ALLOWED_WITH_ATTRIBUTION_AND_SHAREALIKE_BOUNDARY,NONE_FREQUENCY_DOES_NOT_SET_LEVEL,QUANT_SIGNAL_AVAILABLE_NOT_YET_COMPOSITE_SCORED,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/es/es_50k.txt,https://raw.githubusercontent.com/hermitdave/FrequencyWords/refs/heads/master/content/2018/es/es_50k.txt,Full continuous top-50k exact surface sweep completed on 2026-09-04. Frequency is quantitative evidence only and does not set CEFR level.,1.32
12B1-ATOM-0013,agua,ATOMIC_SURFACE_FORM,CORP-18,FrequencyWords / OpenSubtitles2018 Spanish 50k,FrequencyWords content/2018/es/es_50k.txt (OpenSubtitles2018-derived),SURFACE_SUBTITLE_OCCURRENCE_COUNT_AND_RANK,MEASURED_EXACT_SURFACE,117654,358,FOUND_TOP50K,EXACT_CASE_SENSITIVE_SURFACE_TOKEN,2026-09-04,,,,,NONE_OR_NOT_ANNOTATED_IN_THIS_PASS,FULL_TOP50K_EXACT_LOOKUP_50000,,NOT_CALCULATED_DENOMINATOR_NOT_FIXED,SUBTITLE_AUDIOVISUAL,2018,OpenSubtitles2018 via FrequencyWords processing,CC BY-SA 4.0 content,ALLOWED_WITH_ATTRIBUTION_AND_SHAREALIKE_BOUNDARY,NONE_FREQUENCY_DOES_NOT_SET_LEVEL,QUANT_SIGNAL_AVAILABLE_NOT_YET_COMPOSITE_SCORED,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/es/es_50k.txt,https://raw.githubusercontent.com/hermitdave/FrequencyWords/refs/heads/master/content/2018/es/es_50k.txt,Full continuous top-50k exact surface sweep completed on 2026-09-04. Frequency is quantitative evidence only and does not set CEFR level.,1.32
12B1-ATOM-0014,ahora,ATOMIC_SURFACE_FORM,CORP-18,FrequencyWords / OpenSubtitles2018 Spanish 50k,FrequencyWords content/2018/es/es_50k.txt (OpenSubtitles2018-derived),SURFACE_SUBTITLE_OCCURRENCE_COUNT_AND_RANK,MEASURED_EXACT_SURFACE,1088174,42,FOUND_TOP50K,EXACT_CASE_SENSITIVE_SURFACE_TOKEN,2026-09-04,,,,,NONE_OR_NOT_ANNOTATED_IN_THIS_PASS,FULL_TOP50K_EXACT_LOOKUP_50000,,NOT_CALCULATED_DENOMINATOR_NOT_FIXED,SUBTITLE_AUDIOVISUAL,2018,OpenSubtitles2018 via FrequencyWords processing,CC BY-SA 4.0 content,ALLOWED_WITH_ATTRIBUTION_AND_SHAREALIKE_BOUNDARY,NONE_FREQUENCY_DOES_NOT_SET_LEVEL,QUANT_SIGNAL_AVAILABLE_NOT_YET_COMPOSITE_SCORED,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/es/es_50k.txt,https://raw.githubusercontent.com/hermitdave/FrequencyWords/refs/heads/master/content/2018/es/es_50k.txt,Full continuous top-50k exact surface sweep completed on 2026-09-04. Frequency is quantitative evidence only and does not set CEFR level.,1.32
12B1-ATOM-0015,ahoy,ATOMIC_SURFACE_FORM,CORP-18,FrequencyWords / OpenSubtitles2018 Spanish 50k,FrequencyWords content/2018/es/es_50k.txt (OpenSubtitles2018-derived),SURFACE_SUBTITLE_OCCURRENCE_COUNT_AND_RANK,NOT_FOUND_TOP50K_EXACT_SURFACE,,,NOT_FOUND_TOP50K,EXACT_CASE_SENSITIVE_SURFACE_TOKEN_FULL_SCAN,2026-09-04,,,,,PCIC_EXPLICIT_REGIONAL_USAGE,FULL_TOP50K_EXACT_LOOKUP_50000,,NOT_CALCULATED_DENOMINATOR_NOT_FIXED,SUBTITLE_AUDIOVISUAL,2018,OpenSubtitles2018 via FrequencyWords processing,CC BY-SA 4.0 content,ALLOWED_WITH_ATTRIBUTION_AND_SHAREALIKE_BOUNDARY,NONE_FREQUENCY_DOES_NOT_SET_LEVEL,NO_QUANT_SIGNAL_FROM_THIS_SOURCE_NOT_ZERO,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/es/es_50k.txt,https://raw.githubusercontent.com/hermitdave/FrequencyWords/refs/heads/master/content/2018/es/es_50k.txt,Full continuous top-50k exact surface sweep completed on 2026-09-04. Frequency is quantitative evidence only and does not set CEFR level. Exact absence in this top-50k list is NOT frequency zero and does not alter the curricular level.,1.32
12B1-ATOM-0016,ahí,ATOMIC_SURFACE_FORM,CORP-18,FrequencyWords / OpenSubtitles2018 Spanish 50k,FrequencyWords content/2018/es/es_50k.txt (OpenSubtitles2018-derived),SURFACE_SUBTITLE_OCCURRENCE_COUNT_AND_RANK,MEASURED_EXACT_SURFACE,422871,127,FOUND_TOP50K,EXACT_CASE_SENSITIVE_SURFACE_TOKEN,2026-09-04,,,,,NONE_OR_NOT_ANNOTATED_IN_THIS_PASS,FULL_TOP50K_EXACT_LOOKUP_50000,,NOT_CALCULATED_DENOMINATOR_NOT_FIXED,SUBTITLE_AUDIOVISUAL,2018,OpenSubtitles2018 via FrequencyWords processing,CC BY-SA 4.0 content,ALLOWED_WITH_ATTRIBUTION_AND_SHAREALIKE_BOUNDARY,NONE_FREQUENCY_DOES_NOT_SET_LEVEL,QUANT_SIGNAL_AVAILABLE_NOT_YET_COMPOSITE_SCORED,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/es/es_50k.txt,https://raw.githubusercontent.com/hermitdave/FrequencyWords/refs/heads/master/content/2018/es/es_50k.txt,Full continuous top-50k exact surface sweep completed on 2026-09-04. Frequency is quantitative evidence only and does not set CEFR level.,1.32
12B1-ATOM-0017,aire,ATOMIC_SURFACE_FORM,CORP-18,FrequencyWords / OpenSubtitles2018 Spanish 50k,FrequencyWords content/2018/es/es_50k.txt (OpenSubtitles2018-derived),SURFACE_SUBTITLE_OCCURRENCE_COUNT_AND_RANK,MEASURED_EXACT_SURFACE,50788,742,FOUND_TOP50K,EXACT_CASE_SENSITIVE_SURFACE_TOKEN,2026-09-04,,,,,NONE_OR_NOT_ANNOTATED_IN_THIS_PASS,FULL_TOP50K_EXACT_LOOKUP_50000,,NOT_CALCULATED_DENOMINATOR_NOT_FIXED,SUBTITLE_AUDIOVISUAL,2018,OpenSubtitles2018 via FrequencyWords processing,CC BY-SA 4.0 content,ALLOWED_WITH_ATTRIBUTION_AND_SHAREALIKE_BOUNDARY,NONE_FREQUENCY_DOES_NOT_SET_LEVEL,QUANT_SIGNAL_AVAILABLE_NOT_YET_COMPOSITE_SCORED,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/es/es_50k.txt,https://raw.githubusercontent.com/hermitdave/FrequencyWords/refs/heads/master/content/2018/es/es_50k.txt,Full continuous top-50k exact surface sweep completed on 2026-09-04. Frequency is quantitative evidence only and does not set CEFR level.,1.32
12B1-ATOM-0018,al,ATOMIC_SURFACE_FORM,CORP-18,FrequencyWords / OpenSubtitles2018 Spanish 50k,FrequencyWords content/2018/es/es_50k.txt (OpenSubtitles2018-derived),SURFACE_SUBTITLE_OCCURRENCE_COUNT_AND_RANK,MEASURED_EXACT_SURFACE,1549489,35,FOUND_TOP50K,EXACT_CASE_SENSITIVE_SURFACE_TOKEN,2026-09-04,,,,,NONE_OR_NOT_ANNOTATED_IN_THIS_PASS,FULL_TOP50K_EXACT_LOOKUP_50000,,NOT_CALCULATED_DENOMINATOR_NOT_FIXED,SUBTITLE_AUDIOVISUAL,2018,OpenSubtitles2018 via FrequencyWords processing,CC BY-SA 4.0 content,ALLOWED_WITH_ATTRIBUTION_AND_SHAREALIKE_BOUNDARY,NONE_FREQUENCY_DOES_NOT_SET_LEVEL,QUANT_SIGNAL_AVAILABLE_NOT_YET_COMPOSITE_SCORED,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/es/es_50k.txt,https://raw.githubusercontent.com/hermitdave/FrequencyWords/refs/heads/master/content/2018/es/es_50k.txt,Full continuous top-50k exact surface sweep completed on 2026-09-04. Frequency is quantitative evidence only and does not set CEFR level.,1.32
12B1-ATOM-0019,alegre,ATOMIC_SURFACE_FORM,CORP-18,FrequencyWords / OpenSubtitles2018 Spanish 50k,FrequencyWords content/2018/es/es_50k.txt (OpenSubtitles2018-derived),SURFACE_SUBTITLE_OCCURRENCE_COUNT_AND_RANK,MEASURED_EXACT_SURFACE,7790,3822,FOUND_TOP50K,EXACT_CASE_SENSITIVE_SURFACE_TOKEN,2026-09-04,,,,,NONE_OR_NOT_ANNOTATED_IN_THIS_PASS,FULL_TOP50K_EXACT_LOOKUP_50000,,NOT_CALCULATED_DENOMINATOR_NOT_FIXED,SUBTITLE_AUDIOVISUAL,2018,OpenSubtitles2018 via FrequencyWords processing,CC BY-SA 4.0 content,ALLOWED_WITH_ATTRIBUTION_AND_SHAREALIKE_BOUNDARY,NONE_FREQUENCY_DOES_NOT_SET_LEVEL,QUANT_SIGNAL_AVAILABLE_NOT_YET_COMPOSITE_SCORED,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/es/es_50k.txt,https://raw.githubusercontent.com/hermitdave/FrequencyWords/refs/heads/master/content/2018/es/es_50k.txt,Full continuous top-50k exact surface sweep completed on 2026-09-04. Frequency is quantitative evidence only and does not set CEFR level.,1.32
12B1-ATOM-0020,alemán,ATOMIC_SURFACE_FORM,CORP-18,FrequencyWords / OpenSubtitles2018 Spanish 50k,FrequencyWords content/2018/es/es_50k.txt (OpenSubtitles2018-derived),SURFACE_SUBTITLE_OCCURRENCE_COUNT_AND_RANK,MEASURED_EXACT_SURFACE,12091,2671,FOUND_TOP50K,EXACT_CASE_SENSITIVE_SURFACE_TOKEN,2026-09-04,,,,,NONE_OR_NOT_ANNOTATED_IN_THIS_PASS,FULL_TOP50K_EXACT_LOOKUP_50000,,NOT_CALCULATED_DENOMINATOR_NOT_FIXED,SUBTITLE_AUDIOVISUAL,2018,OpenSubtitles2018 via FrequencyWords processing,CC BY-SA 4.0 content,ALLOWED_WITH_ATTRIBUTION_AND_SHAREALIKE_BOUNDARY,NONE_FREQUENCY_DOES_NOT_SET_LEVEL,QUANT_SIGNAL_AVAILABLE_NOT_YET_COMPOSITE_SCORED,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/es/es_50k.txt,https://raw.githubusercontent.com/hermitdave/FrequencyWords/refs/heads/master/content/2018/es/es_50k.txt,Full continuous top-50k exact surface sweep completed on 2026-09-04. Frequency is quantitative evidence only and does not set CEFR level.,1.32
12B1-ATOM-0021,allá,ATOMIC_SURFACE_FORM,CORP-18,FrequencyWords / OpenSubtitles2018 Spanish 50k,FrequencyWords content/2018/es/es_50k.txt (OpenSubtitles2018-derived),SURFACE_SUBTITLE_OCCURRENCE_COUNT_AND_RANK,MEASURED_EXACT_SURFACE,102642,418,FOUND_TOP50K,EXACT_CASE_SENSITIVE_SURFACE_TOKEN,2026-09-04,,,,,REGIONAL_VARIANT_ALREADY_PRESENT_PCIC,FULL_TOP50K_EXACT_LOOKUP_50000,,NOT_CALCULATED_DENOMINATOR_NOT_FIXED,SUBTITLE_AUDIOVISUAL,2018,OpenSubtitles2018 via FrequencyWords processing,CC BY-SA 4.0 content,ALLOWED_WITH_ATTRIBUTION_AND_SHAREALIKE_BOUNDARY,NONE_FREQUENCY_DOES_NOT_SET_LEVEL,QUANT_SIGNAL_AVAILABLE_NOT_YET_COMPOSITE_SCORED,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/es/es_50k.txt,https://raw.githubusercontent.com/hermitdave/FrequencyWords/refs/heads/master/content/2018/es/es_50k.txt,Full continuous top-50k exact surface sweep completed on 2026-09-04. Frequency is quantitative evidence only and does not set CEFR level.,1.32
12B1-ATOM-0022,allí,ATOMIC_SURFACE_FORM,CORP-18,FrequencyWords / OpenSubtitles2018 Spanish 50k,FrequencyWords content/2018/es/es_50k.txt (OpenSubtitles2018-derived),SURFACE_SUBTITLE_OCCURRENCE_COUNT_AND_RANK,MEASURED_EXACT_SURFACE,267215,189,FOUND_TOP50K,EXACT_CASE_SENSITIVE_SURFACE_TOKEN,2026-09-04,,,,,NONE_OR_NOT_ANNOTATED_IN_THIS_PASS,FULL_TOP50K_EXACT_LOOKUP_50000,,NOT_CALCULATED_DENOMINATOR_NOT_FIXED,SUBTITLE_AUDIOVISUAL,2018,OpenSubtitles2018 via FrequencyWords processing,CC BY-SA 4.0 content,ALLOWED_WITH_ATTRIBUTION_AND_SHAREALIKE_BOUNDARY,NONE_FREQUENCY_DOES_NOT_SET_LEVEL,QUANT_SIGNAL_AVAILABLE_NOT_YET_COMPOSITE_SCORED,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/es/es_50k.txt,https://raw.githubusercontent.com/hermitdave/FrequencyWords/refs/heads/master/content/2018/es/es_50k.txt,Full continuous top-50k exact surface sweep completed on 2026-09-04. Frequency is quantitative evidence only and does not set CEFR level.,1.32
